Rent_Date,Rent_Number,Product_ID,Library_Card_Number,Credit_Rent,Return_Date,Order_Quantity
2019-01-15,Rent870,PROD26,STC58,58,2024-12-13,4
2023-08-15,Rent871,PROD24,STC51,51,2025-12-27,9
2017-08-27,Rent872,PROD22,STC79,79,2025-02-08,7
2022-10-04,Rent873,PROD27,STC15,15,2025-04-01,15
2025-02-26,Rent874,PROD27,STC57,57,2024-12-18,15
2023-08-20,Rent875,PROD22,STC34,34,2026-05-03,9
2024-11-16,Rent876,PROD46,STC36,36,2025-01-01,4
2023-02-26,Rent877,PROD44,STC74,74,2025-01-20,1
2025-10-14,Rent878,PROD21,STC59,59,2025-11-03,3
2025-02-10,Rent879,PROD11,STC100,0,2025-04-04,13
2021-10-09,Rent880,PROD25,STC70,70,2024-10-12,9
2022-07-10,Rent881,PROD22,STC70,70,2025-02-04,8
2025-07-23,Rent882,PROD31,STC65,65,2025-06-30,4
2019-01-31,Rent883,PROD48,STC18,18,2024-06-27,4
2022-09-10,Rent884,PROD45,STC70,70,2025-12-23,11
2018-10-31,Rent885,PROD40,STC25,25,2026-04-06,3
2025-05-10,Rent886,PROD19,STC29,29,2025-12-29,8
2022-07-18,Rent887,PROD10,STC37,37,2025-12-14,6
2019-11-14,Rent888,PROD23,STC45,45,2025-09-02,17
2020-07-21,Rent889,PROD48,STC88,88,2025-02-15,16
2020-04-27,Rent890,PROD21,STC65,65,2024-09-26,16
2017-05-28,Rent891,PROD27,STC13,13,2026-01-26,17
2018-07-30,Rent892,PROD16,STC96,96,2025-03-06,5
2021-04-25,Rent893,PROD21,STC59,59,2026-01-03,5
2018-12-10,Rent894,PROD17,STC43,43,2026-05-10,14
2024-11-25,Rent895,PROD32,STC67,67,2025-02-11,20
2025-02-05,Rent896,PROD19,STC12,12,2025-04-16,3
2023-09-12,Rent897,PROD50,STC88,88,2025-06-22,6
2017-05-25,Rent898,PROD46,STC61,61,2025-04-30,8
2017-06-20,Rent899,PROD24,STC73,73,2025-03-27,11
2020-09-06,Rent900,PROD32,STC39,39,2024-12-05,10
2024-05-16,Rent901,PROD26,STC68,68,2024-11-02,11
2023-10-09,Rent902,PROD34,STC33,33,2026-06-14,3
2022-09-24,Rent903,PROD47,STC93,93,2025-06-19,17
2017-06-18,Rent904,PROD31,STC95,95,2026-07-15,6
2024-02-26,Rent905,PROD14,STC59,59,2025-03-01,8
2018-05-19,Rent906,PROD43,STC57,57,2024-11-06,2
2017-05-05,Rent907,PROD45,STC30,30,2026-03-23,5
2024-06-27,Rent908,PROD35,STC70,70,2026-01-02,19
2017-07-25,Rent909,PROD19,STC30,30,2025-02-26,17
2019-11-05,Rent910,PROD27,STC36,36,2025-01-01,7
2022-06-19,Rent911,PROD23,STC70,70,2025-08-21,1
2023-12-03,Rent912,PROD36,STC44,44,2025-01-22,11
2024-03-13,Rent913,PROD49,STC36,36,2025-05-15,17
2025-07-30,Rent914,PROD13,STC75,75,2025-03-19,13
2017-01-14,Rent915,PROD41,STC38,38,2025-07-19,9
2019-06-13,Rent916,PROD37,STC18,18,2026-03-05,12
2018-11-29,Rent917,PROD32,STC18,18,2026-04-25,11
2020-06-19,Rent918,PROD30,STC71,71,2026-03-11,15
2021-08-06,Rent919,PROD40,STC58,58,2025-08-08,4
2022-03-15,Rent920,PROD35,STC25,25,2025-04-09,12
2023-06-25,Rent921,PROD34,STC71,71,2024-11-22,10
2017-01-28,Rent922,PROD33,STC25,25,2025-12-04,16
2022-07-08,Rent923,PROD25,STC56,56,2026-05-10,19
2024-04-01,Rent924,PROD27,STC42,42,2024-10-09,2
2022-01-13,Rent925,PROD13,STC23,23,2026-01-21,16
2026-03-09,Rent926,PROD42,STC18,18,2024-09-13,10
2025-08-08,Rent927,PROD44,STC97,97,2025-05-16,1
2019-08-24,Rent928,PROD48,STC27,27,2025-05-09,20
2024-03-03,Rent929,PROD46,STC11,11,2025-10-07,13
2021-02-17,Rent930,PROD30,STC69,69,2025-03-16,20
2025-07-13,Rent931,PROD38,STC15,15,2024-10-03,11
2022-04-06,Rent932,PROD10,STC22,22,2025-05-25,9
2018-01-29,Rent933,PROD48,STC59,59,2025-03-11,3
2026-02-09,Rent934,PROD34,STC65,65,2025-11-27,17
2022-05-27,Rent935,PROD16,STC17,17,2025-04-29,17
2021-10-26,Rent936,PROD38,STC86,86,2025-06-28,19
2024-04-04,Rent937,PROD41,STC19,19,2024-09-28,20
2018-07-01,Rent938,PROD20,STC49,49,2025-01-30,10
2021-09-12,Rent939,PROD19,STC28,28,2026-04-22,18
2017-06-20,Rent940,PROD17,STC40,40,2026-05-10,12
2026-01-27,Rent941,PROD17,STC83,83,2025-10-28,11
2022-02-01,Rent942,PROD31,STC61,61,2025-10-31,17
2023-04-16,Rent943,PROD23,STC15,15,2024-12-10,12
2023-08-09,Rent944,PROD47,STC83,83,2024-09-09,4
2020-01-09,Rent945,PROD34,STC79,79,2026-05-11,12
2017-12-09,Rent946,PROD30,STC45,45,2024-11-19,17
2018-07-25,Rent947,PROD19,STC81,81,2025-08-25,8
2020-07-26,Rent948,PROD47,STC50,50,2026-05-20,18
2022-07-21,Rent949,PROD34,STC38,38,2026-05-12,20
2023-02-21,Rent950,PROD10,STC68,68,2024-10-31,7
2022-12-06,Rent951,PROD20,STC12,12,2024-08-28,1
2024-12-28,Rent952,PROD20,STC79,79,2025-01-22,17
2017-08-30,Rent953,PROD45,STC10,10,2024-06-23,17
2024-04-14,Rent954,PROD26,STC11,11,2025-01-04,12
2017-01-18,Rent955,PROD16,STC32,32,2025-09-06,9
2026-04-01,Rent956,PROD40,STC12,12,2024-07-16,18
2017-07-26,Rent957,PROD21,STC20,20,2025-12-07,16
2026-04-12,Rent958,PROD11,STC51,51,2026-07-16,1
2019-05-22,Rent959,PROD46,STC27,27,2025-09-14,20
2025-05-15,Rent960,PROD44,STC63,63,2024-12-06,16
2018-08-21,Rent961,PROD43,STC41,41,2025-02-07,20
2025-07-05,Rent962,PROD40,STC46,46,2025-10-11,5
2022-05-02,Rent963,PROD47,STC81,81,2025-02-13,12
2020-04-30,Rent964,PROD29,STC58,58,2024-09-04,10
2017-01-20,Rent965,PROD19,STC53,53,2025-01-15,6
2018-07-16,Rent966,PROD10,STC92,92,2026-03-03,19
2017-04-05,Rent967,PROD49,STC12,12,2025-07-19,7
2024-08-31,Rent968,PROD10,STC14,14,2025-09-26,17
2023-01-24,Rent969,PROD11,STC80,80,2024-10-26,9
2025-08-25,Rent970,PROD12,STC23,23,2025-05-09,11
2017-03-22,Rent971,PROD14,STC77,77,2026-03-26,12
2018-01-22,Rent972,PROD15,STC36,36,2025-03-30,20
2022-08-11,Rent973,PROD21,STC78,78,2024-11-18,5
2025-07-06,Rent974,PROD18,STC58,58,2026-05-03,14
2022-11-01,Rent975,PROD38,STC18,18,2026-04-28,19
2021-03-23,Rent976,PROD49,STC43,43,2026-01-21,12
2019-07-23,Rent977,PROD46,STC39,39,2025-12-22,4
2021-12-18,Rent978,PROD37,STC10,10,2025-12-31,13
2017-04-06,Rent979,PROD23,STC81,81,2025-03-24,17
2024-09-02,Rent980,PROD21,STC83,83,2024-12-03,3
2017-05-23,Rent981,PROD19,STC97,97,2026-07-09,2
2017-11-07,Rent982,PROD13,STC78,78,2025-05-07,14
2019-03-02,Rent983,PROD41,STC18,18,2025-01-31,9
2020-06-13,Rent984,PROD11,STC74,74,2025-06-11,2
2021-10-08,Rent985,PROD36,STC27,27,2024-12-17,19
2023-12-07,Rent986,PROD42,STC61,61,2025-06-19,16
2017-07-17,Rent987,PROD19,STC39,39,2024-12-15,10
2020-12-29,Rent988,PROD34,STC97,97,2026-07-08,1
2021-08-16,Rent989,PROD42,STC66,66,2025-04-03,8
2018-12-16,Rent990,PROD47,STC13,13,2025-06-23,4
2018-11-25,Rent991,PROD23,STC85,85,2026-08-16,16
2021-09-15,Rent992,PROD27,STC71,71,2025-02-25,12
2024-04-05,Rent993,PROD16,STC55,55,2024-12-28,13
2020-07-06,Rent994,PROD47,STC89,89,2024-11-17,5
2019-06-24,Rent995,PROD44,STC46,46,2026-04-26,17
2021-10-20,Rent996,PROD36,STC46,46,2025-01-25,17
2025-06-28,Rent997,PROD23,STC25,25,2025-08-03,19
2020-11-16,Rent998,PROD49,STC100,0,2024-10-02,10
2024-10-17,Rent999,PROD42,STC73,73,2025-11-14,2
